customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,cluster
16977,394,4,496.0,1,3,2,132,Needs Attention,1
16978,77,3,768.88,3,3,2,332,Loyal Customers,0
16979,3,9,2859.74,4,4,4,444,Champions,0
16980,254,3,1422.83,2,3,3,233,At-Risk High Value,0
16982,60,1,384.06,3,1,2,312,Recent / New Customers,0
16983,12,11,3490.5299999999997,4,4,4,444,Champions,0
16984,87,9,10350.53,3,4,4,344,Champions,0
16985,16,23,10923.16,4,4,4,444,Champions,0
16986,29,11,4888.75,3,4,4,344,Champions,0
16987,2,11,2521.4,4,4,4,444,Champions,0
16988,4,2,382.67,4,2,2,422,Loyal Customers,0
16989,6,6,1133.25,4,3,3,433,Champions,0
16990,218,2,344.0,2,2,2,222,Hibernating / Lost,0
16991,420,1,1041.21,1,1,3,113,Hibernating / Lost,1
16992,10,13,5476.5,4,4,4,444,Champions,0
16993,463,2,1950.95,1,2,3,123,Hibernating / Lost,1
16996,29,9,2123.61,3,4,3,343,Champions,0
16997,287,3,702.0,2,3,2,232,Needs Attention,1
16998,149,5,402.0,2,3,2,232,Needs Attention,0
16999,22,2,484.82,4,2,2,422,Loyal Customers,0
17000,395,2,406.3,1,2,2,122,Hibernating / Lost,1
17001,0,19,6640.8,4,4,4,444,Champions,0
17002,85,7,2571.55,3,4,4,344,Champions,0
17003,401,4,828.21,1,3,2,132,Needs Attention,1
17004,45,4,2324.36,3,3,4,334,Champions,0
17005,470,2,622.36,1,2,2,122,Hibernating / Lost,1
17006,4,8,1635.27,4,4,3,443,Champions,0
17007,50,7,1120.1,3,4,3,343,Champions,0
17008,428,1,81.36,1,1,1,111,Hibernating / Lost,1
17009,550,1,242.06,1,1,1,111,Hibernating / Lost,1
17010,17,1,195.36,4,1,1,411,Recent / New Customers,0
17011,29,3,671.7,3,3,2,332,Loyal Customers,0
17012,724,1,360.61,1,1,2,112,Hibernating / Lost,1
17014,7,3,583.43,4,3,2,432,Loyal Customers,0
17015,28,3,1838.61,3,3,3,333,Champions,0
17016,576,1,552.4,1,1,2,112,Hibernating / Lost,1
17017,2,29,12576.99,4,4,4,444,Champions,0
17018,40,6,2287.7,3,3,4,334,Champions,0
17019,10,11,3602.29,4,4,4,444,Champions,0
17020,541,2,935.62,1,2,3,123,Hibernating / Lost,1
17021,441,6,1182.22,1,3,3,133,At-Risk High Value,1
17022,30,2,260.0,3,2,1,321,Loyal Customers,0
17023,416,3,800.18,1,3,2,132,Needs Attention,1
17024,44,3,95.85,3,3,1,331,Loyal Customers,0
17025,60,5,1349.67,3,3,3,333,Champions,0
17026,184,3,175.83,2,3,1,231,Needs Attention,0
17027,78,9,1310.63,3,4,3,343,Champions,0
17028,580,3,1593.83,1,3,3,133,At-Risk High Value,1
17029,110,7,2137.3,2,4,3,243,At-Risk High Value,0
17030,63,1,146.87,3,1,1,311,Recent / New Customers,0
17031,11,6,2773.85,4,3,4,434,Champions,0
17032,547,8,2984.32,1,4,4,144,At-Risk High Value,1
17033,85,4,1332.79,3,3,3,333,Champions,0
17034,15,5,1276.42,4,3,3,433,Champions,0
17035,245,4,613.59,2,3,2,232,Needs Attention,0
17036,382,1,176.9,1,1,1,111,Hibernating / Lost,1
17037,87,1,1267.32,3,1,3,313,Recent / New Customers,0
17038,29,2,743.17,3,2,2,322,Loyal Customers,0
17039,603,1,1954.99,1,1,3,113,Hibernating / Lost,1
17040,137,2,463.25,2,2,2,222,Hibernating / Lost,0
17041,26,6,1655.2,3,3,3,333,Champions,0
17042,2,5,1036.58,4,3,3,433,Champions,0
17043,31,8,2593.65,3,4,4,344,Champions,0
17044,24,12,11962.3,4,4,4,444,Champions,0
17045,112,5,827.6800000000001,2,3,2,232,Needs Attention,0
17046,156,5,1906.07,2,3,3,233,At-Risk High Value,0
17047,84,6,2289.23,3,3,4,334,Champions,0
17048,117,7,2071.68,2,4,3,243,At-Risk High Value,0
17049,2,19,9942.53,4,4,4,444,Champions,0
17050,95,11,4648.59,3,4,4,344,Champions,0
17051,193,4,706.49,2,3,2,232,Needs Attention,0
17052,27,1,399.09,3,1,2,312,Recent / New Customers,0
17053,130,1,498.48,2,1,2,212,Hibernating / Lost,0
17054,27,5,1356.33,3,3,3,333,Champions,0
17055,445,1,232.85,1,1,1,111,Hibernating / Lost,1
17056,737,1,128.60000000000002,1,1,1,111,Hibernating / Lost,1
17057,595,1,294.74,1,1,1,111,Hibernating / Lost,1
17058,81,3,1179.89,3,3,3,333,Champions,0
17059,29,9,4864.57,3,4,4,344,Champions,0
17060,265,1,234.23999999999998,2,1,1,211,Hibernating / Lost,1
17061,73,11,5232.23,3,4,4,344,Champions,0
17062,313,6,889.75,2,3,3,233,At-Risk High Value,1
17063,20,13,3638.53,4,4,4,444,Champions,0
17064,58,3,855.4499999999999,3,3,2,332,Loyal Customers,0
17065,637,2,194.7,1,2,1,121,Hibernating / Lost,1
17066,725,1,228.34,1,1,1,111,Hibernating / Lost,1
17067,724,3,454.53999999999996,1,3,2,132,Needs Attention,1
17068,11,47,8987.68,4,4,4,444,Champions,0
17069,27,14,5517.23,3,4,4,344,Champions,0
17070,113,2,437.42,2,2,2,222,Hibernating / Lost,0
17071,27,13,3793.71,3,4,4,344,Champions,0
17072,624,1,273.34999999999997,1,1,1,111,Hibernating / Lost,1
17073,17,4,1446.09,4,3,3,433,Champions,0
17074,562,1,203.05,1,1,1,111,Hibernating / Lost,1
17075,17,10,2236.63,4,4,3,443,Champions,0
17076,35,6,1242.75,3,3,3,333,Champions,0
17077,577,1,306.0,1,1,1,111,Hibernating / Lost,1
17078,35,2,378.2,3,2,2,322,Loyal Customers,0
17079,77,1,118.8,3,1,1,311,Recent / New Customers,0
17080,21,7,957.53,4,4,3,443,Champions,0
17081,24,6,949.39,4,3,3,433,Champions,0
17082,32,6,4732.03,3,3,4,334,Champions,0
17083,108,9,4049.79,2,4,4,244,At-Risk High Value,0
17084,34,3,5001.21,3,3,4,334,Champions,0
17085,122,28,7847.67,2,4,4,244,At-Risk High Value,0
17086,6,6,2050.08,4,3,3,433,Champions,0
17087,737,1,221.53,1,1,1,111,Hibernating / Lost,1
17088,27,4,1991.01,3,3,3,333,Champions,0
17089,385,1,128.45,1,1,1,111,Hibernating / Lost,1
17090,3,13,3080.18,4,4,4,444,Champions,0
17091,2,19,7495.75,4,4,4,444,Champions,0
17092,49,11,5511.41,3,4,4,344,Champions,0
17093,592,1,235.88,1,1,1,111,Hibernating / Lost,1
17094,321,2,402.2,2,2,2,222,Hibernating / Lost,1
17095,22,7,2572.25,4,4,4,444,Champions,0
17096,14,11,3697.93,4,4,4,444,Champions,0
17097,1,9,1143.36,4,4,3,443,Champions,0
17098,381,3,591.07,1,3,2,132,Needs Attention,1
17099,532,1,582.17,1,1,2,112,Hibernating / Lost,1
17100,17,2,971.74,4,2,3,423,Loyal Customers,0
17101,9,7,2507.05,4,4,4,444,Champions,0
17102,261,1,25.5,2,1,1,211,Hibernating / Lost,1
17103,721,1,424.3,1,1,2,112,Hibernating / Lost,1
17104,423,1,474.03000000000003,1,1,2,112,Hibernating / Lost,1
17105,158,2,665.78,2,2,2,222,Hibernating / Lost,0
17106,388,1,481.58,1,1,2,112,Hibernating / Lost,1
17107,32,10,16052.72,3,4,4,344,Champions,0
17108,663,1,174.95,1,1,1,111,Hibernating / Lost,1
17109,28,8,1291.71,3,4,3,343,Champions,0
17110,164,3,499.9,2,3,2,232,Needs Attention,0
17111,46,2,459.58,3,2,2,322,Loyal Customers,0
17112,502,1,197.57,1,1,1,111,Hibernating / Lost,1
17113,573,6,2305.59,1,3,4,134,At-Risk High Value,1
17114,5,8,801.12,4,4,2,442,Loyal Customers,0
17115,7,7,2761.49,4,4,4,444,Champions,0
17116,647,1,389.78,1,1,2,112,Hibernating / Lost,1
17117,287,1,116.2,2,1,1,211,Hibernating / Lost,1
17118,317,1,157.02,2,1,1,211,Hibernating / Lost,1
17119,2,2,606.91,4,2,2,422,Loyal Customers,0
17120,232,1,307.46,2,1,1,211,Hibernating / Lost,0
17121,402,1,314.74,1,1,1,111,Hibernating / Lost,1
17122,118,4,570.5,2,3,2,232,Needs Attention,0
17123,161,3,977.1700000000001,2,3,3,233,At-Risk High Value,0
17124,184,1,294.24,2,1,1,211,Hibernating / Lost,0
17125,49,1,230.5,3,1,1,311,Recent / New Customers,0
17126,151,9,2016.43,2,4,3,243,At-Risk High Value,0
17127,428,5,1155.03,1,3,3,133,At-Risk High Value,1
17128,334,1,157.09,2,1,1,211,Hibernating / Lost,1
17129,519,1,31.85,1,1,1,111,Hibernating / Lost,1
17131,4,5,2463.17,4,3,4,434,Champions,0
17132,451,2,1220.91,1,2,3,123,Hibernating / Lost,1
17133,15,12,14622.33,4,4,4,444,Champions,0
17134,106,3,625.3,2,3,2,232,Needs Attention,0
17135,15,10,1722.18,4,4,3,443,Champions,0
17136,661,1,231.68,1,1,1,111,Hibernating / Lost,1
17137,415,6,1099.81,1,3,3,133,At-Risk High Value,1
17138,275,7,4417.2699999999995,2,4,4,244,At-Risk High Value,1
17139,15,25,19566.76,4,4,4,444,Champions,0
17140,246,1,454.12,2,1,2,212,Hibernating / Lost,0
17141,417,4,727.58,1,3,2,132,Needs Attention,1
17142,238,4,1275.25,2,3,3,233,At-Risk High Value,0
17143,416,2,880.97,1,2,3,123,Hibernating / Lost,1
17144,0,2,984.57,4,2,3,423,Loyal Customers,0
17145,512,4,3120.91,1,3,4,134,At-Risk High Value,1
17146,105,13,5852.64,2,4,4,244,At-Risk High Value,0
17147,22,9,3199.95,4,4,4,444,Champions,0
17148,51,1,124.88,3,1,1,311,Recent / New Customers,0
17149,450,1,143.10000000000002,1,1,1,111,Hibernating / Lost,1
17150,376,6,1357.95,2,3,3,233,At-Risk High Value,1
17151,734,1,231.90000000000003,1,1,1,111,Hibernating / Lost,1
17152,194,4,2016.5,2,3,3,233,At-Risk High Value,0
17153,23,1,213.78,4,1,1,411,Recent / New Customers,0
17154,74,1,329.34,3,1,1,311,Recent / New Customers,0
17155,17,7,892.46,4,4,3,443,Champions,0
17156,491,1,591.87,1,1,2,112,Hibernating / Lost,1
17157,7,19,5151.900000000001,4,4,4,444,Champions,0
17158,31,5,1980.0,3,3,3,333,Champions,0
17159,21,5,2099.59,4,3,3,433,Champions,0
17160,30,17,10209.16,3,4,4,344,Champions,0
17161,443,1,856.01,1,1,2,112,Hibernating / Lost,1
17162,28,10,1715.46,3,4,3,343,Champions,0
17163,21,4,699.78,4,3,2,432,Loyal Customers,0
17164,32,7,2467.35,3,4,4,344,Champions,0
17165,283,6,1794.32,2,3,3,233,At-Risk High Value,1
17166,38,2,206.34,3,2,1,321,Loyal Customers,0
17167,379,3,867.11,2,3,2,232,Needs Attention,1
17168,498,1,400.2,1,1,2,112,Hibernating / Lost,1
17169,57,3,1156.73,3,3,3,333,Champions,0
17170,373,2,178.68,2,2,1,221,Hibernating / Lost,1
17171,288,2,384.59000000000003,2,2,2,222,Hibernating / Lost,1
17172,78,3,956.5699999999999,3,3,3,333,Champions,0
17173,4,8,3766.6,4,4,4,444,Champions,0
17174,217,1,59.9,2,1,1,211,Hibernating / Lost,0
17175,43,4,1443.69,3,3,3,333,Champions,0
17176,201,3,902.3199999999999,2,3,3,233,At-Risk High Value,0
17177,504,1,119.5,1,1,1,111,Hibernating / Lost,1
17178,730,1,432.96000000000004,1,1,2,112,Hibernating / Lost,1
17179,177,6,1507.26,2,3,3,233,At-Risk High Value,0
17180,55,11,2236.77,3,4,3,343,Champions,0
17181,56,3,309.85,3,3,1,331,Loyal Customers,0
17182,422,2,321.3,1,2,1,121,Hibernating / Lost,1
17183,7,6,3347.31,4,3,4,434,Champions,0
17184,568,2,198.41,1,2,1,121,Hibernating / Lost,1
17185,591,3,229.46,1,3,1,131,Needs Attention,1
17186,46,2,144.0,3,2,1,321,Loyal Customers,0
17187,226,2,467.71,2,2,2,222,Hibernating / Lost,0
17188,10,13,4592.93,4,4,4,444,Champions,0
17189,105,5,953.63,2,3,3,233,At-Risk High Value,0
17190,58,7,1726.57,3,4,3,343,Champions,0
17191,27,15,4310.34,3,4,4,344,Champions,0
17192,535,1,75.28,1,1,1,111,Hibernating / Lost,1
17193,35,9,2310.04,3,4,4,344,Champions,0
17194,273,3,812.5,2,3,2,232,Needs Attention,1
17195,654,1,562.98,1,1,2,112,Hibernating / Lost,1
17196,427,1,327.75,1,1,1,111,Hibernating / Lost,1
17197,29,1,1013.01,3,1,3,313,Recent / New Customers,0
17198,23,3,692.22,4,3,2,432,Loyal Customers,0
17199,581,1,135.04,1,1,1,111,Hibernating / Lost,1
17200,386,4,356.71,1,3,2,132,Needs Attention,1
17201,53,4,1143.1,3,3,3,333,Champions,0
17202,420,1,160.65,1,1,1,111,Hibernating / Lost,1
17203,35,10,5564.09,3,4,4,344,Champions,0
17204,174,9,5504.69,2,4,4,244,At-Risk High Value,0
17205,53,3,999.35,3,3,3,333,Champions,0
17206,52,1,204.24,3,1,1,311,Recent / New Customers,0
17207,651,1,292.62,1,1,1,111,Hibernating / Lost,1
17208,395,1,111.15,1,1,1,111,Hibernating / Lost,1
17209,648,3,595.6999999999999,1,3,2,132,Needs Attention,1
17210,392,1,251.72,1,1,1,111,Hibernating / Lost,1
17211,26,13,3773.35,3,4,4,344,Champions,0
17212,252,3,794.41,2,3,2,232,Needs Attention,0
17213,39,13,4869.4,3,4,4,344,Champions,0
17214,59,6,1059.12,3,3,3,333,Champions,0
17215,463,1,186.15,1,1,1,111,Hibernating / Lost,1
17216,553,1,63.6,1,1,1,111,Hibernating / Lost,1
17217,233,2,210.1,2,2,1,221,Hibernating / Lost,0
17218,3,18,3891.39,4,4,4,444,Champions,0
17219,31,2,259.13,3,2,1,321,Loyal Customers,0
17220,23,21,4457.31,4,4,4,444,Champions,0
17221,6,5,976.62,4,3,3,433,Champions,0
17222,64,6,1579.51,3,3,3,333,Champions,0
17223,309,3,558.04,2,3,2,232,Needs Attention,1
17224,500,1,100.86000000000001,1,1,1,111,Hibernating / Lost,1
17225,581,1,131.15,1,1,1,111,Hibernating / Lost,1
17226,308,3,895.47,2,3,3,233,At-Risk High Value,1
17227,18,12,1878.93,4,4,3,443,Champions,0
17228,15,13,2820.03,4,4,4,444,Champions,0
17229,95,2,318.76,3,2,1,321,Loyal Customers,0
17230,263,18,9388.49,2,4,4,244,At-Risk High Value,0
17231,11,25,7064.8,4,4,4,444,Champions,0
17232,2,2,417.77,4,2,2,422,Loyal Customers,0
17233,34,3,560.86,3,3,2,332,Loyal Customers,0
17234,182,1,149.89,2,1,1,211,Hibernating / Lost,0
17235,24,8,1562.98,4,4,3,443,Champions,0
17236,12,12,1929.26,4,4,3,443,Champions,0
17237,10,4,994.13,4,3,3,433,Champions,0
17238,2,32,7331.67,4,4,4,444,Champions,0
17239,312,4,1189.45,2,3,3,233,At-Risk High Value,1
17240,595,1,130.6,1,1,1,111,Hibernating / Lost,1
17241,384,12,2736.64,1,4,4,144,At-Risk High Value,1
17242,107,5,2889.2799999999997,2,3,4,234,At-Risk High Value,0
17243,0,69,20203.58,4,4,4,444,Champions,3
17244,52,5,1826.04,3,3,3,333,Champions,0
17245,204,2,371.63,2,2,2,222,Hibernating / Lost,0
17246,546,2,38.92,1,2,1,121,Hibernating / Lost,1
17247,14,1,280.09,4,1,1,411,Recent / New Customers,0
17248,119,2,500.54,2,2,2,222,Hibernating / Lost,0
17249,428,1,68.03,1,1,1,111,Hibernating / Lost,1
17250,3,2,381.97,4,2,2,422,Loyal Customers,0
17251,362,3,798.98,2,3,2,232,Needs Attention,1
17252,116,2,348.90999999999997,2,2,2,222,Hibernating / Lost,0
17253,17,1,178.26,4,1,1,411,Recent / New Customers,0
17254,4,3,469.48,4,3,2,432,Loyal Customers,0
17255,40,4,781.7,3,3,2,332,Loyal Customers,0
17256,106,5,498.93,2,3,2,232,Needs Attention,0
17257,435,2,189.78,1,2,1,121,Hibernating / Lost,1
17258,396,2,417.3,1,2,2,122,Hibernating / Lost,1
17259,147,6,1452.39,2,3,3,233,At-Risk High Value,0
17260,410,1,120.95,1,1,1,111,Hibernating / Lost,1
17261,509,1,221.59,1,1,1,111,Hibernating / Lost,1
17262,51,11,2488.76,3,4,4,344,Champions,0
17263,207,1,63.440000000000005,2,1,1,211,Hibernating / Lost,0
17264,423,1,268.28,1,1,1,111,Hibernating / Lost,1
17265,138,2,550.01,2,2,2,222,Hibernating / Lost,0
17266,1,5,501.72,4,3,2,432,Loyal Customers,0
17267,126,2,317.2,2,2,1,221,Hibernating / Lost,0
17268,107,11,1733.8899999999999,2,4,3,243,At-Risk High Value,0
17269,385,1,491.81,1,1,2,112,Hibernating / Lost,1
17270,468,2,601.45,1,2,2,122,Hibernating / Lost,1
17271,735,1,204.3,1,1,1,111,Hibernating / Lost,1
17272,41,4,2148.63,3,3,3,333,Champions,0
17273,423,1,141.12,1,1,1,111,Hibernating / Lost,1
17274,34,2,573.22,3,2,2,322,Loyal Customers,0
17275,382,1,114.1,1,1,1,111,Hibernating / Lost,1
17276,401,1,502.49,1,1,2,112,Hibernating / Lost,1
17277,227,2,1065.35,2,2,3,223,Hibernating / Lost,0
17278,240,2,271.24,2,2,1,221,Hibernating / Lost,0
17279,57,1,187.82999999999998,3,1,1,311,Recent / New Customers,0
17280,437,1,118.86,1,1,1,111,Hibernating / Lost,1
17281,373,6,797.85,2,3,2,232,Needs Attention,1
17282,129,5,2308.54,2,3,4,234,At-Risk High Value,0
17283,378,1,188.46,2,1,1,211,Hibernating / Lost,1
17284,59,8,2788.06,3,4,4,344,Champions,0
17285,627,2,407.94,1,2,2,122,Hibernating / Lost,1
17286,21,3,389.18,4,3,2,432,Loyal Customers,0
17287,25,21,3826.86,4,4,4,444,Champions,0
17288,8,11,2468.43,4,4,4,444,Champions,0
17289,31,9,2041.8,3,4,3,343,Champions,0
17290,3,8,1487.96,4,4,3,443,Champions,0
17291,307,1,550.8,2,1,2,212,Hibernating / Lost,1
17292,471,2,271.75,1,2,1,121,Hibernating / Lost,1
17293,7,17,3750.63,4,4,4,444,Champions,0
17294,668,2,467.79,1,2,2,122,Hibernating / Lost,1
17295,28,3,547.0,3,3,2,332,Loyal Customers,0
17296,729,1,338.13,1,1,1,111,Hibernating / Lost,1
17297,16,1,128.18,4,1,1,411,Recent / New Customers,0
17298,100,5,954.26,2,3,3,233,At-Risk High Value,0
17299,11,6,993.23,4,3,3,433,Champions,0
17300,390,2,393.64,1,2,2,122,Hibernating / Lost,1
17301,20,2,294.39,4,2,1,421,Loyal Customers,0
17302,14,5,1135.63,4,3,3,433,Champions,0
17303,360,1,250.04,2,1,1,211,Hibernating / Lost,1
17304,533,1,111.5,1,1,1,111,Hibernating / Lost,1
17305,648,1,2135.46,1,1,3,113,Hibernating / Lost,1
17306,10,21,9782.35,4,4,4,444,Champions,0
17307,394,11,3999.89,1,4,4,144,At-Risk High Value,1
17308,392,2,4511.76,1,2,4,124,Hibernating / Lost,1
17309,94,3,320.39,3,3,1,331,Loyal Customers,0
17310,386,2,1025.1,1,2,3,123,Hibernating / Lost,1
17311,77,6,3566.56,3,3,4,334,Champions,0
17312,138,3,644.3,2,3,2,232,Needs Attention,0
17313,30,1,2328.84,3,1,4,314,Recent / New Customers,0
17314,24,17,4904.43,4,4,4,444,Champions,0
17315,1,43,9599.58,4,4,4,444,Champions,0
17316,419,1,124.45,1,1,1,111,Hibernating / Lost,1
17317,45,3,2600.34,3,3,4,334,Champions,0
17318,724,1,157.32999999999998,1,1,1,111,Hibernating / Lost,1
17319,668,1,29.099999999999998,1,1,1,111,Hibernating / Lost,1
17320,99,6,2444.85,2,3,4,234,At-Risk High Value,0
17321,7,6,1665.21,4,3,3,433,Champions,0
17322,375,5,922.59,2,3,3,233,At-Risk High Value,1
17323,14,12,1551.04,4,4,3,443,Champions,0
17324,17,12,2171.07,4,4,3,443,Champions,0
17325,279,3,609.5699999999999,2,3,2,232,Needs Attention,1
17326,407,2,312.35,1,2,1,121,Hibernating / Lost,1
17327,409,2,152.35,1,2,1,121,Hibernating / Lost,1
17328,672,1,104.7,1,1,1,111,Hibernating / Lost,1
17329,13,5,998.53,4,3,3,433,Champions,0
17330,22,4,423.8,4,3,2,432,Loyal Customers,0
17331,123,1,175.2,2,1,1,211,Hibernating / Lost,0
17332,527,5,838.27,1,3,2,132,Needs Attention,1
17333,85,1,494.25,3,1,2,312,Recent / New Customers,0
17334,301,3,635.15,2,3,2,232,Needs Attention,1
17335,383,2,497.04,1,2,2,122,Hibernating / Lost,1
17336,471,1,81.12,1,1,1,111,Hibernating / Lost,1
17337,150,4,1981.06,2,3,3,233,At-Risk High Value,0
17338,16,17,11889.33,4,4,4,444,Champions,0
17339,93,3,302.36,3,3,1,331,Loyal Customers,0
17340,29,18,19617.95,3,4,4,344,Champions,0
17341,156,5,1272.21,2,3,3,233,At-Risk High Value,0
17342,379,4,1227.54,2,3,3,233,At-Risk High Value,1
17343,354,6,1259.94,2,3,3,233,At-Risk High Value,1
17344,45,2,457.36,3,2,2,322,Loyal Customers,0
17345,14,10,1586.6299999999999,4,4,3,443,Champions,0
17346,3,26,4998.61,4,4,4,444,Champions,0
17347,85,1,228.96,3,1,1,311,Recent / New Customers,0
17348,14,9,2442.29,4,4,4,444,Champions,0
17349,178,5,772.41,2,3,2,232,Needs Attention,0
17350,7,7,1893.7,4,4,3,443,Champions,0
17351,35,12,1988.23,3,4,3,343,Champions,0
17352,695,1,36.25,1,1,1,111,Hibernating / Lost,1
17353,128,4,3242.0,2,3,4,234,At-Risk High Value,0
17354,50,4,3133.96,3,3,4,334,Champions,0
17355,385,1,273.31,1,1,1,111,Hibernating / Lost,1
17356,311,5,946.47,2,3,3,233,At-Risk High Value,1
17357,23,2,384.39,4,2,2,422,Loyal Customers,0
17358,302,5,861.01,2,3,2,232,Needs Attention,1
17359,10,2,284.46,4,2,1,421,Loyal Customers,0
17360,16,6,1200.51,4,3,3,433,Champions,0
17361,48,5,871.7900000000001,3,3,3,333,Champions,0
17362,238,7,1024.04,2,4,3,243,At-Risk High Value,0
17363,394,3,920.46,1,3,3,133,At-Risk High Value,1
17364,0,28,11972.92,4,4,4,444,Champions,0
17365,12,15,8184.49,4,4,4,444,Champions,0
17366,431,2,1077.24,1,2,3,123,Hibernating / Lost,1
17367,237,1,167.54999999999998,2,1,1,211,Hibernating / Lost,0
17368,22,14,2758.29,4,4,4,444,Champions,0
17369,455,1,979.2,1,1,3,113,Hibernating / Lost,1
17370,72,4,446.18,3,3,2,332,Loyal Customers,0
17371,16,6,655.37,4,3,2,432,Loyal Customers,0
17372,40,28,4347.31,3,4,4,344,Champions,0
17373,39,7,1167.5,3,4,3,343,Champions,0
17374,218,3,727.11,2,3,2,232,Needs Attention,0
17375,198,4,660.55,2,3,2,232,Needs Attention,0
17376,70,4,453.64,3,3,2,332,Loyal Customers,0
17377,23,78,17644.27,4,4,4,444,Champions,3
17378,373,1,10.95,2,1,1,211,Hibernating / Lost,1
17379,10,1,389.72,4,1,2,412,Recent / New Customers,0
17380,433,3,645.0,1,3,2,132,Needs Attention,1
17381,8,38,36398.65,4,4,4,444,Champions,0
17382,64,8,902.28,3,4,3,343,Champions,0
17383,3,2,304.09000000000003,4,2,1,421,Loyal Customers,0
17384,18,3,507.55,4,3,2,432,Loyal Customers,0
17385,14,1,256.11,4,1,1,411,Recent / New Customers,0
17386,7,7,2812.77,4,4,4,444,Champions,0
17387,19,2,746.81,4,2,2,422,Loyal Customers,0
17388,77,11,2675.37,3,4,4,344,Champions,0
17389,0,61,57215.33,4,4,4,444,Champions,3
17390,420,1,149.3,1,1,1,111,Hibernating / Lost,1
17391,163,2,508.8,2,2,2,222,Hibernating / Lost,0
17392,306,3,585.92,2,3,2,232,Needs Attention,1
17393,410,2,381.15000000000003,1,2,2,122,Hibernating / Lost,1
17394,218,1,203.87,2,1,1,211,Hibernating / Lost,0
17395,507,1,97.5,1,1,1,111,Hibernating / Lost,1
17396,38,14,8409.6,3,4,4,344,Champions,0
17397,21,3,1198.28,4,3,3,433,Champions,0
17398,114,3,653.38,2,3,2,232,Needs Attention,0
17400,125,8,4623.28,2,4,4,244,At-Risk High Value,0
17401,540,1,114.85,1,1,1,111,Hibernating / Lost,1
17402,4,23,4635.56,4,4,4,444,Champions,0
17403,35,2,382.87,3,2,2,322,Loyal Customers,0
17404,3,23,47781.12,4,4,4,444,Champions,0
17405,0,3,1031.41,4,3,3,433,Champions,0
17406,332,13,4186.95,2,4,4,244,At-Risk High Value,1
17407,411,1,552.9,1,1,2,112,Hibernating / Lost,1
17408,162,3,316.09,2,3,1,231,Needs Attention,0
17409,184,10,7793.51,2,4,4,244,At-Risk High Value,0
17410,15,5,1214.72,4,3,3,433,Champions,0
17411,11,5,1425.38,4,3,3,433,Champions,0
17412,2,16,4220.22,4,4,4,444,Champions,0
17413,404,2,560.14,1,2,2,122,Hibernating / Lost,1
17414,43,6,2249.52,3,3,4,334,Champions,0
17415,79,1,507.84,3,1,2,312,Recent / New Customers,0
17416,29,22,17298.45,3,4,4,344,Champions,0
17417,548,1,164.18,1,1,1,111,Hibernating / Lost,1
17418,41,3,670.06,3,3,2,332,Loyal Customers,0
17419,10,18,6126.25,4,4,4,444,Champions,0
17420,49,6,953.58,3,3,3,333,Champions,0
17421,385,3,1059.41,1,3,3,133,At-Risk High Value,1
17422,15,11,3594.7599999999998,4,4,4,444,Champions,0
17423,45,3,1118.95,3,3,3,333,Champions,0
17425,18,2,759.1700000000001,4,2,2,422,Loyal Customers,0
17426,7,13,8077.7699999999995,4,4,4,444,Champions,0
17427,71,1,100.8,3,1,1,311,Recent / New Customers,0
17428,0,45,31466.76,4,4,4,444,Champions,0
17429,127,5,1357.46,2,3,3,233,At-Risk High Value,0
17430,32,4,622.5699999999999,3,3,2,332,Loyal Customers,0
17431,312,1,403.3,2,1,2,212,Hibernating / Lost,1
17432,17,9,1728.99,4,4,3,443,Champions,0
17433,87,2,569.96,3,2,2,322,Loyal Customers,0
17434,1,7,2373.82,4,4,4,444,Champions,0
17435,410,1,331.34999999999997,1,1,1,111,Hibernating / Lost,1
17436,1,5,534.0600000000001,4,3,2,432,Loyal Customers,0
17437,529,1,369.68,1,1,2,112,Hibernating / Lost,1
17438,253,5,1422.77,2,3,3,233,At-Risk High Value,0
17439,655,1,325.74,1,1,1,111,Hibernating / Lost,1
17440,156,4,323.58,2,3,1,231,Needs Attention,0
17441,731,1,293.34999999999997,1,1,1,111,Hibernating / Lost,1
17442,36,15,4620.3,3,4,4,344,Champions,0
17443,219,1,534.24,2,1,2,212,Hibernating / Lost,0
17444,147,3,2940.04,2,3,4,234,At-Risk High Value,0
17446,176,2,120.89999999999999,2,2,1,221,Hibernating / Lost,0
17447,39,2,541.53,3,2,2,322,Loyal Customers,0
17448,496,46,14523.67,1,4,4,144,At-Risk High Value,1
17449,1,13,4868.15,4,4,4,444,Champions,0
17450,7,51,244784.25,4,4,4,444,Champions,3
17451,0,7,1721.3999999999999,4,4,3,443,Champions,0
17453,17,2,486.72,4,2,2,422,Loyal Customers,0
17454,191,10,1547.94,2,4,3,243,At-Risk High Value,0
17455,203,1,131.7,2,1,1,211,Hibernating / Lost,0
17456,364,2,975.56,2,2,3,223,Hibernating / Lost,1
17457,126,14,5984.81,2,4,4,244,At-Risk High Value,0
17458,14,2,529.58,4,2,2,422,Loyal Customers,0
17459,42,2,657.3,3,2,2,322,Loyal Customers,0
17460,93,16,2157.97,3,4,3,343,Champions,0
17461,22,3,735.82,4,3,2,432,Loyal Customers,0
17462,59,2,675.69,3,2,2,322,Loyal Customers,0
17463,15,7,2535.26,4,4,4,444,Champions,0
17464,157,3,907.1400000000001,2,3,3,233,At-Risk High Value,0
